datetime,code,open,close,high,low,vol,amount,tor,vr,ma5,ma10,ma20
2017-12-27,603619,35.98,35.97,38.0,35.57,104050.0,382483872.0,26.01,1.33,35.22,34.22,33.82
2017-12-26,603619,35.15,35.91,36.88,34.5,86368.0,308654496.0,21.59,1.31,34.67,33.85,33.84
2017-12-25,603619,34.96,35.23,36.95,34.69,86115.0,306980096.0,21.53,1.54,34.11,33.47,33.94
2017-12-22,603619,33.0,35.58,36.55,32.81,111330.0,391253984.0,27.83,2.64,33.72,33.27,34.09
2017-12-21,603619,32.77,33.39,34.2,31.96,56213.0,185748032.0,14.05,1.22,33.17,33.05,34.29
2017-12-20,603619,33.04,33.22,34.3,33.02,51751.0,174372096.0,12.94,1.26,33.22,32.96,34.59
2017-12-19,603619,33.3,33.12,33.36,32.88,25074.0,82933056.0,6.27,0.57,33.04,32.98,35.05
2017-12-18,603619,32.55,33.3,33.47,32.1,35229.0,115375784.0,8.81,0.78,32.84,32.98,35.36
2017-12-15,603619,33.22,32.8,33.49,32.42,42860.0,141174912.0,10.71,0.89,32.82,32.94,35.49
2017-12-14,603619,32.3,33.67,35.4,32.3,75201.0,254595904.0,18.8,1.84,32.94,33.17,35.48
2017-12-13,603619,32.0,32.3,32.47,31.92,27813.0,89763032.0,6.95,0.63,32.7,33.42,
2017-12-12,603619,33.03,32.12,33.19,32.09,37671.0,122265672.0,9.42,0.81,32.92,33.82,
2017-12-11,603619,33.34,33.21,33.88,33.0,42906.0,142858144.0,10.73,0.83,33.12,34.41,
2017-12-08,603619,32.39,33.39,33.68,32.0,57669.0,191475296.0,14.42,1.12,33.06,34.91,
2017-12-07,603619,33.39,32.48,33.39,32.36,38337.0,125463328.0,9.58,0.69,33.41,35.54,
2017-12-06,603619,32.89,33.4,33.57,32.5,44450.0,147233552.0,11.11,0.71,34.14,36.22,
2017-12-05,603619,32.8,33.11,33.45,32.6,49203.0,162620096.0,12.3,0.77,34.72,37.12,
2017-12-04,603619,34.8,32.94,34.88,32.36,67460.0,226053536.0,16.86,1.05,35.71,37.75,
2017-12-01,603619,36.01,35.11,36.16,35.0,57372.0,203590624.0,14.34,0.79,36.76,38.04,
2017-11-30,603619,35.91,36.16,36.67,35.53,58846.0,212648896.0,14.71,0.71,37.67,37.78,
2017-11-29,603619,37.99,36.26,37.99,35.47,80161.0,291917312.0,20.04,0.79,38.31,,
2017-11-28,603619,37.98,38.06,38.97,37.59,55404.0,211558032.0,13.85,0.61,39.53,,
2017-11-27,603619,38.76,38.2,40.55,37.51,70619.0,274645056.0,17.65,0.92,39.79,,
2017-11-24,603619,38.53,39.65,41.7,37.0,99845.0,389758688.0,24.96,1.75,39.32,,
2017-11-23,603619,39.97,39.36,41.85,38.81,111025.0,450080288.0,27.76,,37.9,,
2017-11-22,603619,43.34,42.36,43.34,39.4,173216.0,726524544.0,43.3,,,,
2017-11-21,603619,39.4,39.4,39.4,39.4,97.0,385884.0,0.02,,,,
2017-11-20,603619,35.82,35.82,35.82,35.82,107.0,386068.0,0.03,,,,
2017-11-17,603619,32.56,32.56,32.56,32.56,264.0,861733.0,0.07,,,,
