code,name,url,qdsjTitle,qdsjUrl
301050,手机游戏,http://q.10jqka.com.cn/gn/detail/code/301050/,荒野行动获2017科技风云榜年度最具影响力手机游戏奖,http://news.10jqka.com.cn/20180122/c602591833.shtml
301079,光伏概念,http://q.10jqka.com.cn/gn/detail/code/301079/,光伏电站绩效分析评估：绝大部分光伏电站存在运维损失漏洞,http://news.10jqka.com.cn/20180123/c602611985.shtml
301085,芯片概念,http://q.10jqka.com.cn/gn/detail/code/301085/,,http://news.10jqka.com.cn/20180123/c602607438.shtml
301121,特斯拉,http://q.10jqka.com.cn/gn/detail/code/301121/,新能源汽车进入新阶段 看好产业链龙头,http://news.10jqka.com.cn/20180123/c602607030.shtml
301128,上海自贸区,http://q.10jqka.com.cn/gn/detail/code/301128/,779家台企入驻上海自贸区 沪台合作交流走向纵深,http://news.10jqka.com.cn/20180117/c602530497.shtml
301139,蓝宝石,http://q.10jqka.com.cn/gn/detail/code/301139/,中国新一代“北斗心脏”达到国际先进水平,http://news.10jqka.com.cn/20180118/c602549728.shtml
301146,基因测序,http://q.10jqka.com.cn/gn/detail/code/301146/,手持“基因魔剪”改变患者命运 杭州这家医院的临床试验走在国际前列,http://news.10jqka.com.cn/20180123/c602607859.shtml
301166,人脸识别,http://q.10jqka.com.cn/gn/detail/code/301166/,56个项目入选今年试点重大工程 聚焦“互联网+”等三领域,http://news.10jqka.com.cn/20180123/c602611844.shtml
301175,智能穿戴,http://q.10jqka.com.cn/gn/detail/code/301175/,智能硬件系列登台 歌尔参展CES 2018,http://news.10jqka.com.cn/20180111/c602421754.shtml
301179,冷链物流,http://q.10jqka.com.cn/gn/detail/code/301179/,每日优鲜便利购与海尔商用冷柜达成战略合作,http://news.10jqka.com.cn/20180122/c602587508.shtml
301209,互联网金融,http://q.10jqka.com.cn/gn/detail/code/301209/,汽车金融争夺线下渠道获客 销售模式趋同拼放款效率,http://news.10jqka.com.cn/20180123/c602607684.shtml
301213,电子发票,http://q.10jqka.com.cn/gn/detail/code/301213/,明起高速路费可开电子发票 如何申请办理？,http://news.10jqka.com.cn/20171231/c602277633.shtml
301223,在线旅游,http://q.10jqka.com.cn/gn/detail/code/301223/,中国在线旅游平台“助燃”赴欧游,http://news.10jqka.com.cn/20180123/c602605479.shtml
301227,在线教育,http://q.10jqka.com.cn/gn/detail/code/301227/,互联网教育竞赛还没到相互抢用户的时候,http://news.10jqka.com.cn/20180123/c602608126.shtml
301229,天津自贸区,http://q.10jqka.com.cn/gn/detail/code/301229/,周榜 | 有人“辞旧”有人“迎新”  2018开年自贸区热搜榜长这样,http://news.10jqka.com.cn/20180106/c602360811.shtml
301236,福建自贸区,http://q.10jqka.com.cn/gn/detail/code/301236/,厦门自贸区首开至匈牙利中欧班列,http://news.10jqka.com.cn/20180119/c602568395.shtml
301244,马云概念,http://q.10jqka.com.cn/gn/detail/code/301244/,阿里投资OFO接近完成 曾被曝可用资金不到6亿,http://news.10jqka.com.cn/20180115/c602483133.shtml
301249,互联网彩票,http://q.10jqka.com.cn/gn/detail/code/301249/,2017年我国福利彩票年销量近2170亿元 筹集公益金620多亿元,http://news.10jqka.com.cn/20180116/c602491133.shtml
301284,供应链金融,http://q.10jqka.com.cn/gn/detail/code/301284/,行业 | 我们为什么如此看好B2B双雄？--计算机应用,http://news.10jqka.com.cn/20180122/c602604847.shtml
301286,无人驾驶,http://q.10jqka.com.cn/gn/detail/code/301286/,菜鸟进军无人驾驶领域 大量招聘汽车工程师,http://news.10jqka.com.cn/20180123/c602612495.shtml
301292,分散染料,http://q.10jqka.com.cn/gn/detail/code/301292/,中金公司：旺季来临 染料价格有望继续上涨,http://news.10jqka.com.cn/20180122/c602582632.shtml
301306,农机,http://q.10jqka.com.cn/gn/detail/code/301306/,两部委：加快推进农业机械化和农机装备产业转型升级,http://news.10jqka.com.cn/20180110/c602417581.shtml
301346,民营医院,http://q.10jqka.com.cn/gn/detail/code/301346/,数量多但服务量低 医生稀缺限制民营医院发展,http://news.10jqka.com.cn/20180123/c602605495.shtml
301365,一带一路,http://q.10jqka.com.cn/gn/detail/code/301365/,“一带一路”将获财税政策支持,http://news.10jqka.com.cn/20150112/c569654297.shtml
301366,参股民营银行,http://q.10jqka.com.cn/gn/detail/code/301366/,上市痛苦，贷款艰难，房地产企业融资难靠什么拯救？,http://news.10jqka.com.cn/20171221/c602134611.shtml
301383,油品改革,http://q.10jqka.com.cn/gn/detail/code/301383/,日照提升油品上岸储运能力 打造原油中转储运基地,http://news.10jqka.com.cn/20180115/c602468385.shtml
301402,上海国资改革,http://q.10jqka.com.cn/gn/detail/code/301402/,2018年上海国资改革将推进开放性市场化重组,http://news.10jqka.com.cn/20180123/c602607687.shtml
301408,物流电商平台,http://q.10jqka.com.cn/gn/detail/code/301408/,商务部：2017年电子商务实现销售额增长26.8%,http://news.10jqka.com.cn/20180111/c602423433.shtml
301416,P2P概念,http://q.10jqka.com.cn/gn/detail/code/301416/,深圳网贷生死时速：发布106条整改细则 平台验收不通过出局,http://news.10jqka.com.cn/20180123/c602607540.shtml
301436,高送转,http://q.10jqka.com.cn/gn/detail/code/301436/,4只高送转概念股获4家以上券商力推 3位基金经理携10股基潜伏尚品宅配,http://news.10jqka.com.cn/20171127/c601761294.shtml
301455,摘帽,http://q.10jqka.com.cn/gn/detail/code/301455/,38家ST公司“摘星脱帽”预期透视： 上游回暖促主营提升,http://news.10jqka.com.cn/20171128/c601786048.shtml
301471,汽车电子,http://q.10jqka.com.cn/gn/detail/code/301471/,“智能电动汽车电子电气架构研发”启动会召开,http://news.10jqka.com.cn/20180115/c602464248.shtml
301489,电力改革,http://q.10jqka.com.cn/gn/detail/code/301489/,【电力设备新能源】：继往开来-2018年度投资策略,http://news.10jqka.com.cn/20180118/c602531631.shtml
301490,沪港通概念,http://q.10jqka.com.cn/gn/detail/code/301490/,3月份的港股通标的调整 会有哪些新玩家？,http://news.10jqka.com.cn/20180112/c602459478.shtml
301491,粤港澳概念,http://q.10jqka.com.cn/gn/detail/code/301491/,港珠澳大桥将实行24小时通关安排,http://news.10jqka.com.cn/20180118/c602535487.shtml
301494,养老概念,http://q.10jqka.com.cn/gn/detail/code/301494/,重庆将新增千个城镇社区养老服务中心,http://news.10jqka.com.cn/20180122/c602599989.shtml
301497,啤酒,http://q.10jqka.com.cn/gn/detail/code/301497/,野村证券：中国啤酒企业出厂价有进一步上调空间,http://news.10jqka.com.cn/20180118/c602536619.shtml
301496,白酒,http://q.10jqka.com.cn/gn/detail/code/301496/,抢破头都难买的春节“香饽饽” 除了火车票还有这款酒,http://news.10jqka.com.cn/20180123/c602611770.shtml
301502,O2O概念,http://q.10jqka.com.cn/gn/detail/code/301502/,生活服务O2O退烧  功夫熊停摆,http://news.10jqka.com.cn/20170718/c599241960.shtml
301505,医疗器械,http://q.10jqka.com.cn/gn/detail/code/301505/,医药行业5年内有望重构 生物制剂最值得期待,http://news.10jqka.com.cn/20180123/c602605666.shtml
301518,高铁,http://q.10jqka.com.cn/gn/detail/code/301518/,七部门：用3-5年建立规范有序的旅客联程运输市场体系,http://news.10jqka.com.cn/20180122/c602591769.shtml
301522,集成电路,http://q.10jqka.com.cn/gn/detail/code/301522/,发改委拟推新举措促战略新兴产业发展,http://news.10jqka.com.cn/20180123/c602605887.shtml
