datetime,code,open,close,high,low,vol,amount,tor,vr,ma5,ma10,ma20
2017-12-27,603277,18.98,18.71,18.98,18.5,52307.0,97892152.0,7.93,1.13,18.4,18.2,18.24
2017-12-26,603277,17.7,18.89,18.9,17.6,63488.0,117396512.0,9.62,1.73,18.18,18.11,18.3
2017-12-25,603277,17.77,17.8,17.93,17.39,35751.0,63024836.0,5.42,1.1,18.02,17.97,18.34
2017-12-22,603277,18.48,18.25,19.01,18.22,60096.0,112180352.0,9.11,2.45,18.07,18.0,18.43
2017-12-21,603277,17.6,18.36,18.4,17.17,47611.0,85519696.0,7.21,2.31,18.04,17.97,18.51
2017-12-20,603277,18.13,17.62,18.13,17.35,24851.0,43810476.0,3.77,1.34,18.0,17.89,18.58
2017-12-19,603277,18.05,18.08,18.2,17.97,15418.0,27864380.0,2.34,0.8,18.04,17.92,18.72
2017-12-18,603277,18.12,18.05,18.17,17.73,15104.0,27155792.0,2.29,0.76,17.93,17.88,18.86
2017-12-15,603277,18.03,18.11,18.17,17.91,19677.0,35480876.0,2.98,0.95,17.93,17.93,19.01
2017-12-14,603277,17.75,18.16,18.24,17.6,28195.0,50830632.0,4.27,1.44,17.89,18.11,19.14
2017-12-13,603277,17.4,17.78,17.8,17.38,14590.0,25775712.0,2.21,0.64,17.77,18.28,19.36
2017-12-12,603277,18.03,17.53,18.03,17.51,19217.0,34066996.0,2.91,0.75,17.8,18.49,19.63
2017-12-11,603277,17.92,18.08,18.16,17.91,18293.0,32993048.0,2.77,0.61,17.84,18.72,19.97
2017-12-08,603277,17.54,17.91,18.17,17.5,23543.0,42148992.0,3.57,0.84,17.92,18.85,20.3
2017-12-07,603277,17.91,17.56,17.91,17.54,21981.0,38903816.0,3.33,0.81,18.33,19.05,20.63
2017-12-06,603277,17.69,17.93,17.96,17.14,31124.0,54728768.0,4.72,1.19,18.79,19.28,20.94
2017-12-05,603277,18.63,17.7,18.78,17.38,33097.0,59925004.0,5.01,1.45,19.18,19.53,21.23
2017-12-04,603277,19.84,18.52,19.95,18.37,39260.0,74773384.0,5.95,2.05,19.6,19.84,21.51
2017-12-01,603277,19.88,19.96,20.02,19.75,13902.0,27676604.0,2.11,0.71,19.78,20.1,21.76
2017-11-30,603277,19.88,19.82,20.1,19.76,18967.0,37778912.0,2.87,0.91,19.76,20.17,21.92
2017-11-29,603277,19.89,19.92,20.2,19.74,25056.0,50004988.0,3.8,1.24,19.78,20.44,22.12
2017-11-28,603277,19.46,19.76,19.79,19.46,17141.0,33742636.0,2.6,0.77,19.88,20.77,22.3
2017-11-27,603277,19.82,19.46,19.92,19.4,20731.0,40798360.0,3.14,0.83,20.08,21.22,22.48
2017-11-24,603277,19.81,19.85,20.13,19.72,16112.0,32093722.0,2.44,0.48,20.42,21.74,22.68
2017-11-23,603277,20.41,19.9,20.53,19.84,25093.0,50450484.0,3.8,0.71,20.58,22.2,22.92
2017-11-22,603277,20.65,20.41,21.1,20.3,21879.0,45191152.0,3.31,0.55,21.11,22.59,23.16
